date,01_number_1,01_number_2,01_number_3,01_number_4,01_number_5,01_number_6,02_number
2010/01/11(一),15,21,23,25,26,34,03
2010/01/07(四),01,20,26,33,36,37,07
2010/01/04(一),13,20,25,27,30,32,07
2009/12/31(四),14,22,25,27,29,32,01
2009/12/28(一),10,12,15,17,25,34,05
2009/12/24(四),14,18,20,32,35,37,07
2009/12/21(一),03,15,17,20,23,29,08
2009/12/17(四),16,19,20,23,26,28,01
2009/12/14(一),04,05,10,16,17,20,06
2009/12/10(四),11,12,19,22,23,28,04
2009/12/07(一),04,05,12,25,34,38,01
2009/12/03(四),17,18,22,24,25,30,05
2009/11/30(一),01,06,10,17,19,28,01
2009/11/26(四),13,20,21,24,30,36,03
2009/11/23(一),01,02,15,16,26,29,04
2009/11/19(四),05,10,21,22,26,35,06
2009/11/16(一),10,15,18,23,30,34,07
2009/11/12(四),03,06,19,22,28,35,03
2009/11/09(一),01,18,24,29,32,38,05
2009/11/05(四),03,05,21,23,31,36,06
2009/11/02(一),08,10,11,14,20,23,06
2009/10/29(四),11,12,16,19,20,27,04
2009/10/26(一),03,04,09,12,24,32,05
2009/10/22(四),05,07,18,19,30,35,08
2009/10/19(一),02,04,12,21,25,30,07
2009/10/15(四),07,10,14,25,28,31,01
2009/10/12(一),04,10,16,22,34,38,02
2009/10/08(四),01,13,20,21,26,32,07
2009/10/05(一),04,08,16,19,22,33,01
2009/10/01(四),06,18,19,21,27,38,04
2009/09/28(一),07,08,12,13,16,22,07
2009/09/24(四),02,06,14,30,33,34,02
2009/09/21(一),04,07,09,10,16,33,07
2009/09/17(四),03,06,22,24,31,32,06
2009/09/14(一),03,06,08,15,24,31,08
2009/09/10(四),01,11,13,18,23,24,03
2009/09/07(一),01,10,13,18,19,24,03
2009/09/03(四),01,07,10,11,16,28,03
2009/08/31(一),04,08,18,25,30,33,08
2009/08/27(四),01,04,07,16,18,30,02
2009/08/24(一),13,15,24,26,28,36,05
2009/08/20(四),08,22,25,26,33,38,04
2009/08/17(一),09,21,25,27,29,36,08
2009/08/13(四),03,05,08,23,24,31,08
2009/08/10(一),06,11,15,18,23,30,03
2009/08/06(四),03,04,05,13,32,35,08
2009/08/03(一),04,15,17,24,26,38,08
2009/07/30(四),11,13,15,18,24,25,04
2009/07/27(一),12,13,16,25,31,36,04
2009/07/23(四),13,26,32,33,36,37,07
2009/07/20(一),02,15,19,22,29,33,04
2009/07/16(四),09,10,23,26,31,34,01
2009/07/13(一),06,23,26,34,36,38,04
2009/07/09(四),04,08,12,23,25,33,02
2009/07/06(一),03,04,05,09,24,33,05
2009/07/02(四),06,15,16,27,34,37,06
2009/06/29(一),01,14,20,21,25,26,05
2009/06/25(四),06,10,25,31,35,38,07
2009/06/22(一),04,13,14,16,21,29,07
2009/06/18(四),05,16,17,24,34,38,08
2009/06/15(一),03,10,17,19,23,25,04
2009/06/11(四),01,04,16,18,20,32,07
2009/06/08(一),06,07,18,26,27,31,02
2009/06/04(四),12,18,19,20,24,34,07
2009/06/01(一),06,14,16,17,26,35,07
2009/05/28(四),01,07,15,16,25,31,04
2009/05/25(一),04,16,17,22,29,38,03
2009/05/21(四),05,09,17,29,34,35,07
2009/05/18(一),06,07,09,10,13,26,07
2009/05/14(四),08,13,20,23,31,35,05
2009/05/11(一),02,08,09,17,37,38,04
2009/05/07(四),03,04,07,09,27,28,08
2009/05/04(一),03,24,25,27,35,36,08
2009/04/30(四),12,13,29,33,37,38,08
2009/04/27(一),01,03,10,20,24,32,04
2009/04/23(四),05,06,07,17,33,35,03
2009/04/20(一),05,20,24,26,31,36,01
2009/04/16(四),06,10,14,15,16,17,02
2009/04/13(一),02,14,16,19,27,35,05
2009/04/09(四),03,08,10,14,29,30,03
2009/04/06(一),07,09,10,11,19,32,02
2009/04/02(四),07,14,21,27,32,34,03
2009/03/30(一),14,20,31,35,36,37,03
2009/03/26(四),09,10,25,26,32,34,02
2009/03/23(一),03,04,09,25,34,37,05
2009/03/19(四),05,08,20,24,28,36,05
2009/03/16(一),16,18,23,28,36,37,06
2009/03/12(四),01,03,16,23,32,34,03
2009/03/09(一),06,08,16,23,31,38,03
2009/03/05(四),01,05,13,19,28,37,03
2009/03/02(一),03,04,21,23,24,27,06
2009/02/26(四),04,05,07,13,15,38,04
2009/02/23(一),13,18,30,33,35,38,03
2009/02/19(四),01,02,08,17,21,31,01
2009/02/16(一),02,20,21,22,25,38,03
2009/02/12(四),04,12,24,29,35,37,07
2009/02/09(一),03,10,11,15,20,33,03
2009/02/05(四),08,20,23,24,34,37,01
2009/02/02(一),06,18,20,24,31,32,06
2009/01/29(四),04,07,15,16,23,28,07
2009/01/26(一),02,06,17,18,29,34,05
2009/01/22(四),07,10,11,23,24,35,08
2009/01/19(一),01,03,04,12,21,31,08
2009/01/15(四),03,15,17,28,29,37,04
2009/01/12(一),09,13,14,23,29,36,08
2009/01/08(四),04,05,12,18,24,28,01
2009/01/05(一),05,24,27,28,29,32,04
2009/01/01(四),01,11,25,28,35,36,07
2008/12/29(一),02,10,15,19,28,31,01
2008/12/25(四),06,07,11,14,33,37,06
2008/12/22(一),22,25,30,32,33,35,02
2008/12/18(四),03,08,11,26,34,38,08
2008/12/15(一),06,08,10,13,18,36,06
2008/12/11(四),17,18,24,26,30,31,02
2008/12/08(一),08,12,13,16,20,32,06
2008/12/04(四),05,11,14,16,18,30,03
2008/12/01(一),07,10,23,26,28,34,04
2008/11/27(四),03,14,26,30,35,37,07
2008/11/24(一),10,15,20,22,24,25,02
2008/11/20(四),05,14,17,19,35,36,01
2008/11/17(一),01,09,14,24,30,37,04
2008/11/13(四),05,10,24,28,33,38,06
2008/11/10(一),18,22,25,29,32,38,06
2008/11/06(四),01,05,12,27,34,38,03
2008/11/03(一),04,08,09,18,23,36,04
2008/10/30(四),08,11,16,22,28,35,06
2008/10/27(一),04,05,09,22,28,30,04
2008/10/23(四),01,06,14,17,26,38,03
2008/10/20(一),07,10,17,28,32,36,03
2008/10/16(四),02,03,18,33,36,37,05
2008/10/13(一),02,09,10,14,15,26,04
2008/10/09(四),20,25,26,32,36,37,07
2008/10/06(一),09,11,19,22,26,37,03
2008/10/02(四),06,10,13,15,19,30,06
2008/09/29(一),01,16,22,24,30,35,02
2008/09/25(四),06,10,11,13,34,35,07
2008/09/22(一),10,15,30,32,33,38,07
2008/09/18(四),02,10,26,31,33,37,03
2008/09/15(一),14,16,19,21,22,26,03
2008/09/11(四),12,20,27,28,29,36,07
2008/09/08(一),08,18,20,21,23,24,01
2008/09/04(四),03,05,11,20,22,34,05
2008/09/01(一),05,06,08,10,21,24,06
2008/08/28(四),07,26,27,29,32,34,05
2008/08/25(一),05,08,15,24,31,38,03
2008/08/21(四),05,12,15,19,20,38,04
2008/08/18(一),07,17,20,23,28,30,05
2008/08/14(四),02,05,08,18,28,32,05
2008/08/11(一),05,07,08,10,11,17,02
2008/08/07(四),07,10,11,20,29,30,04
2008/08/04(一),10,24,26,33,34,38,04
2008/07/31(四),01,06,08,10,36,38,07
2008/07/28(一),09,10,21,26,30,33,06
2008/07/24(四),07,13,24,25,36,38,01
2008/07/21(一),08,09,26,28,31,36,07
2008/07/17(四),11,22,27,28,36,37,02
2008/07/14(一),01,14,16,17,34,35,06
2008/07/10(四),07,14,19,21,22,35,07
2008/07/07(一),05,06,07,11,23,25,06
2008/07/03(四),03,04,15,16,18,25,08
2008/06/30(一),03,08,14,30,33,37,03
2008/06/26(四),05,13,19,23,24,31,07
2008/06/23(一),12,20,23,26,28,37,07
2008/06/19(四),04,09,10,24,34,36,06
2008/06/16(一),01,11,21,24,27,29,07
2008/06/12(四),03,07,18,27,34,38,07
2008/06/09(一),02,05,24,28,30,31,08
2008/06/05(四),03,08,19,21,22,30,02
2008/06/02(一),03,04,07,11,25,28,01
2008/05/29(四),04,07,10,11,18,28,04
2008/05/26(一),03,26,32,34,37,38,03
2008/05/22(四),03,13,22,26,33,38,03
2008/05/19(一),12,17,20,22,30,33,04
2008/05/15(四),10,12,18,21,24,35,02
2008/05/12(一),07,11,13,14,23,24,07
2008/05/08(四),03,05,07,16,21,22,08
2008/05/05(一),02,04,18,29,33,34,03
2008/05/01(四),02,06,13,14,23,38,02
2008/04/28(一),15,17,19,23,24,29,07
2008/04/24(四),01,03,10,20,30,31,05
2008/04/21(一),16,22,26,27,36,37,02
2008/04/17(四),01,04,06,14,20,35,07
2008/04/14(一),05,17,18,28,32,37,03
2008/04/10(四),24,25,26,33,36,37,02
2008/04/07(一),16,19,20,24,32,37,04
2008/04/03(四),03,08,09,10,17,28,05
2008/03/31(一),09,18,19,25,27,32,06
2008/03/27(四),01,05,16,22,31,36,05
2008/03/24(一),01,02,07,11,26,36,05
2008/03/20(四),03,14,21,25,32,36,06
2008/03/17(一),06,10,18,19,22,24,08
2008/03/13(四),02,05,11,15,23,24,05
2008/03/10(一),06,07,11,19,22,25,06
2008/03/06(四),08,11,22,26,34,36,08
2008/03/03(一),13,14,24,25,26,35,03
2008/02/28(四),06,13,16,29,33,36,04
2008/02/25(一),09,15,16,34,36,37,05
2008/02/21(四),01,20,22,23,29,38,03
2008/02/18(一),05,07,15,28,35,37,06
2008/02/14(四),07,13,28,33,35,38,06
2008/02/11(一),02,04,11,22,23,25,08
2008/02/07(四),06,20,26,33,34,35,05
2008/02/04(一),02,06,10,18,23,26,05
2008/01/31(四),06,09,11,13,19,23,02
2008/01/28(一),02,14,15,16,28,29,08
2008/01/24(四),03,04,16,18,36,37,02
